ARO Accession	ARO Name	CARD Short Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	Matched_CARD_Tokens	Matched_Better_Classes	UniProt	UniParc	PDB	PDB_Links
ARO:3008038	ADC-328	ADC-328	MDC4995114.1	JAOWXP010000001.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008039	ADC-329	ADC-329	MDC5109664.1	JANJCJ010000001.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3006429	ADC-33	ADC-33	WP_001211220.1	NG_056059.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A9P2XHE2;A7Y407		8CUP;8CUQ;8FQN;8FQO;8FQT;8FQU;9EHY	https://www.rcsb.org/structure/8CUP;https://www.rcsb.org/structure/8CUQ;https://www.rcsb.org/structure/8FQN;https://www.rcsb.org/structure/8FQO;https://www.rcsb.org/structure/8FQT;https://www.rcsb.org/structure/8FQU;https://www.rcsb.org/structure/9EHY
ARO:3008040	ADC-330	ADC-330	MDC5665782.1	JAOVSX010000002.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008041	ADC-331	ADC-331	MDC4333491.1	JAOWUO010000003.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008042	ADC-332	ADC-332	MDC5390807.1	JANJDG010000058.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008043	ADC-333	ADC-333	MDC4787251.1	JANJAT010000001.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008044	ADC-334	ADC-334	WIU89416.1	OR102459.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008045	ADC-335	ADC-335	WIU89417.1	OR102460.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008046	ADC-336	ADC-336	WKB14824.1	OR232962.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008047	ADC-337	ADC-337	WKB14825.1	OR232963.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins				
ARO:3008048	ADC-338	ADC-338	WLF01974.1	OR367331.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002449AD0A		
ARO:3008049	ADC-339	ADC-339	WLF01975.1	OR367332.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI00287B624C		
ARO:3008050	ADC-340	ADC-340	WLF01976.1	OR367333.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI00287BC563		
ARO:3008051	ADC-341	ADC-341	WLF01977.1	OR367334.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI00287BB719		
ARO:3008052	ADC-342	ADC-342	WLF01978.1	OR367335.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI001CDCB677		
ARO:3008053	ADC-343	ADC-343	BER91151.1	LC777322.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A013T930	UPI00044A9521		
ARO:3008054	ADC-344	ADC-344	WOW71214.1	OR754316.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0022914718		
ARO:3008055	ADC-345	ADC-345	WOW71215.1	OR754317.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002AAF09D2		
ARO:3008056	ADC-346	ADC-346	BEV74606.1	LC794503.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002E29F9F5		
ARO:3008057	ADC-347	ADC-347	WVW91698.1	PP328945.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0010FEC151		
ARO:3008058	ADC-348	ADC-348	WVW91699.1	PP328946.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI000BD159C5		
ARO:3008059	ADC-349	ADC-349	WVW91700.1	PP328947.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI002813E1C6		
ARO:3008060	ADC-350	ADC-350	WVW91701.1	PP328948.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A1V0YQ16;A0A2L1VE46;A0A333P794	UPI0002DE9202		
ARO:3008061	ADC-351	ADC-351	WVW91702.1	PP328949.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0030D4A511		
ARO:3008062	ADC-352	ADC-352	WVW91703.1	PP328950.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0030D1B0AC		
ARO:3008063	ADC-353	ADC-353	WVW91704.1	PP328951.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0030D1BF86		
ARO:3008064	ADC-354	ADC-354	XGB73521.1	PQ203893.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0035CC7818		
ARO:3008065	ADC-355	ADC-355	XGB73522.1	PQ203894.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0035CC765B		
ARO:3008066	ADC-356	ADC-356	XGB73523.1	PQ203895.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A505WUI4;A0A7Z1WNA8	UPI001057884E		
ARO:3008067	ADC-357	ADC-357	XGB73524.1	PQ203896.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0035CAE42B		
ARO:3008068	ADC-358	ADC-358	XGB73525.1	PQ203897.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI0035CC51EC		
ARO:3008069	ADC-359	ADC-359	XHE66941.1	PQ323407.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins		UPI001367A9CD		
ARO:3006430	ADC-38	ADC-38	WP_063857799.1	NG_048653.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	B2MWW3			
ARO:3003871	ADC-39	ADC-39	ACC95874.1	EU652244.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	B2MWW4			
ARO:3003850	ADC-4	ADC-4	AAO59457.1	AY178996.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q83V91			
ARO:3003872	ADC-41	ADC-41	ACN62070.1	FJ744160.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C0LMI4			
ARO:3003873	ADC-42	ADC-42	ACN62071.1	FJ744161.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C0LMI5			
ARO:3003874	ADC-43	ADC-43	ACN62072.1	FJ744162.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C0LMI6			
ARO:3003876	ADC-44	ADC-44	ACN62073.1	FJ744163.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	C0LMI7			
ARO:3003851	ADC-5	ADC-5	CAE00827.1	AJ575184.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q7WZ37			
ARO:3006431	ADC-51	ADC-51	WP_063857805.1	NG_048662.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	D6NSM9			
ARO:3006432	ADC-52	ADC-52	WP_001211232.1	NG_048663.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	D6NSN1			
ARO:3006433	ADC-53	ADC-53	WP_063857806.1	NG_048664.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	D6NSN3			
ARO:3006434	ADC-54	ADC-54	WP_063857807.1	NG_048665.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	E2I6F2			
ARO:3003878	ADC-56	ADC-56	AEG47700.1	HQ662682.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	F6KX24			
ARO:3006435	ADC-57	ADC-57	WP_001211226.1	NG_051494.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	E3VVM6			
ARO:3004618	ADC-58	ADC-58	AFG25594.1	JQ319653.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	H9TUB2			
ARO:3004619	ADC-59	ADC-59	AFG25595.1	JQ319654.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	H9TUB3			
ARO:3003852	ADC-6	ADC-6	AUD40659.1	MG601730.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q6VV61	UPI0000237D5E		
ARO:3004620	ADC-60	ADC-60	AFH53180.1	JQ692087.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	I0AW23			
ARO:3003879	ADC-61	ADC-61	AFI56570.1	JQ753702.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	I1VZH1			
ARO:3004632	ADC-62	ADC-62	AFK24475.1	JQ867374.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	I3RJJ5			
ARO:3006436	ADC-63	ADC-63	WP_063857812.1	NG_048673.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	I6SR65			
ARO:3006437	ADC-65	ADC-65	WP_136512062.1	NG_064718.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	J7GKY1			
ARO:3006438	ADC-66	ADC-66	WP_136512063.1	NG_064719.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	J7GS97			
ARO:3004633	ADC-67	ADC-67	AFP89364.1	JX169789.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A5JTL9			
ARO:3004493	ADC-68	ADC-68	AGL39360.1	KC866352.1	ADC beta-lactamase with carbapenemase activity	carbapenem	antibiotic inactivation	carbapenem	Carbapenems	R4NH29		4QD4	https://www.rcsb.org/structure/4QD4
ARO:3003853	ADC-7	ADC-7	AAT70411.1	AY648950.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	Q6DRA1		4U0T;4U0X;5W12;5W13;5W14;5WAC;5WAD;5WAE;5WAF;5WAG;6PWL;6PWM;6TZF;6TZG;6TZH;6TZI;6TZJ;8FQM	https://www.rcsb.org/structure/4U0T;https://www.rcsb.org/structure/4U0X;https://www.rcsb.org/structure/5W12;https://www.rcsb.org/structure/5W13;https://www.rcsb.org/structure/5W14;https://www.rcsb.org/structure/5WAC;https://www.rcsb.org/structure/5WAD;https://www.rcsb.org/structure/5WAE;https://www.rcsb.org/structure/5WAF;https://www.rcsb.org/structure/5WAG;https://www.rcsb.org/structure/6PWL;https://www.rcsb.org/structure/6PWM;https://www.rcsb.org/structure/6TZF;https://www.rcsb.org/structure/6TZG;https://www.rcsb.org/structure/6TZH;https://www.rcsb.org/structure/6TZI;https://www.rcsb.org/structure/6TZJ;https://www.rcsb.org/structure/8FQM
ARO:3006439	ADC-70	ADC-70	WP_017480710.1	NG_051317.1	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation	cephalosporin	Fifth-generation-cephalosporins;Other-cephalosporins;Third-generation-cephalosporins	A0A088DHN5;A0A0Q2BD56;A0A1C2NNH6;A0A1T0N1W7;A0A242SV91;A0A8E2MHA5	UPI00034C144E		
